system:index,CD_GEOCMU,NM_MUNICIP,sum,.geo
00002212c9167eba708f,2610905,PESQUEIRA,9.807951308173411E8,
000084a63321d3d8ad78,2616001,VENTUROSA,3.354668501345589E8,
00000e6711e40ab15b06,2600609,ALAGOINHA,2.1644243099356633E8,
0000ec079f8dafb3f06d,2610806,PEDRA,9.213758312529426E8,
0000f167b41486ad4366,2612307,SALOÁ,2.5154333242009813E8,
0000cf6c6747dc028cf9,2602803,BUÍQUE,1.3208521780911753E9,
000097757d4d974925ab,2615805,TUPANATINGA,9.503580836016548E8,
000090970636f23f8ab7,2606606,IBIMIRIM,1.9062677300487123E9,
00005236282334d43298,2605707,FLORESTA,3.644060317878552E9,
00002615695a3684953b,2601805,BETÂNIA,1.2440248050601723E9,
0000aa68b59e2bc1251b,2607000,INAJÁ,1.168120397266238E9,
0000f0df986cf362e0c3,2705002,MATA GRANDE,9.146129292120713E8,
0000f2f441de1d85dc44,2614808,TACARATU,1.2644812311249387E9,
00001dd42f94073b485d,2609154,MANARI,3.4468133821629924E8,
0000eb177491576b32c7,2701605,CANAPI,6.027994616735291E8,
0000e9799a35af5015cb,2703304,INHAPI,3.7195744870698524E8,
000028288e04a711854e,2708956,SENADOR RUI PALMEIRA,3.419777208121936E8,
000072f7e18d87a8c1d7,2708402,SÃO JOSÉ DA TAPERA,4.944325343282481E8,
00004db8dedbf99a140c,2707107,PIRANHAS,4.100663949713235E8,
0000dda559af8c03b2c1,2705804,OLHO D'ÁGUA DO CASADO,3.213583048658703E8,
0000d3cac55bcd8c0cc3,2700102,ÁGUA BRANCA,4.682123360319242E8,
000025c57e3e9af67c9e,2702405,DELMIRO GOUVEIA,6.26710053822119E8,
0000f6e068a683220995,2801207,CANINDÉ DE SÃO FRANCISCO,9.01035080135233E8,
0000a54ee0092d87ba06,2706422,PARICONHA,2.5468157094883582E8,
0000672217e75797d20a,2611002,PETROLÂNDIA,1.0564515595706501E9,
00003db555e37b86ad39,2911402,GLÓRIA,1.5666654393115191E9,
000014e5b771940ea046,2608057,JATOBÁ,2.778094568049633E8,
000011b2534a5485e4ec,2924009,PAULO AFONSO,1.545070971301654E9,
0000504aed8ac9e01d1d,2927101,RODELAS,2.206998630380637E9,
0000bd591a50b94b0d84,2919900,MACURURÉ,2.545672069265256E9,
000006c9be33fcab9760,2607406,ITACURUBA,4.2999871997873753E8,
00009c114a44fe6af5e9,2601607,BELÉM DO SÃO FRANCISCO,1.8307386571218147E9,
000083344694d049df69,2603926,CARNAUBEIRA DA PENHA,1.0045790712863967E9,
000062dc65c0bfdd744e,2613909,SERRA TALHADA,2.9799349747190557E9,
00002a70c6b65712736f,2612208,SALGUEIRO,1.6866327729661155E9,
00006cbe6002332cb1e5,2907707,CHORROCHÓ,3.0052622883400736E9,
00008a4f6a076b3c480a,2900207,ABARÉ,1.604778270120343E9,
00006d2b3cf59bef90c0,2603009,CABROBÓ,1.6575935474376214E9,
0000fbd8fb1f035b4c1a,2610400,PARNAMIRIM,2.6213205173604827E9,
0000672d997c9003bf4f,2615201,TERRA NOVA,2.961115983514708E8,
0000b682bc0107f97de2,2609808,OROCÓ,5.547399060091915E8,
000028a953c3dca63478,2612604,SANTA MARIA DA BOA VISTA,3.000628542961519E9,
0000576627cc6af8abab,2609907,OURICURI,2.3815413712392163E9,
0000afb6e16d8607da92,2909901,CURAÇÁ,5.935832507677755E9,
000079ca1fe43032fa28,2918407,JUAZEIRO,6.720931941681307E9,
0000691a01eacfc79189,2918100,JEREMOABO,4.626938397371691E9,
0000bd247876540b232b,2906824,CANUDOS,3.1895677520231028E9,
00005a7cb5c1d4873995,2932002,UAUÁ,3.074642371380761E9,
0000fc8cfd5b1de2c228,2917706,JAGUARARI,2.465940168921693E9,
000092a2f896b0505430,2921500,MONTE SANTO,3.0342690163253045E9,
0000fdd7aa2df69d66d6,2901353,ANDORINHA,1.3622804811441808E9,
0000d4da5070aaed358e,2917003,ITIÚBA,1.6504081220020835E9,
0000561c1d8d68c17a16,2910701,EUCLIDES DA CUNHA,1.992498006903739E9,
000047f0c67cf572ca5c,2902658,BANZAÊ,4.094627160701592E8,
00002b990e19b5dde1b4,2907806,CÍCERO DANTAS,8.638260991365187E8,
00005389e07d1d637304,2925907,QUIJINGUE,1.3806511529674647E9,
0000696146a86518330a,2926608,RIBEIRA DO POMBAL,1.177431455597733E9,
00009be33a302afe0a96,2923050,NOVO TRIUNFO,2.5133289209785548E8,
0000490f125cd8c5d1b2,2901601,ANTAS,3.215767055232231E8,
0000687f89ffee7e7efe,2911857,HELIÓPOLIS,3.387694808649512E8,
000081a9324135e65499,2910750,FÁTIMA,3.593364273838234E8,
000038164046e4d7df31,2805505,POÇO VERDE,4.397515822840068E8,
0000093e459fbe63eae0,2900355,ADUSTINA,6.320511502344359E8,
0000a2bcb222d06a10ee,2923803,PARIPIRANGA,4.357370419310048E8,
0000f51241e2a7a88082,2930766,SÍTIO DO QUINTO,7.001300441405637E8,
0000a1c8e0de3599d828,2909208,CORONEL JOÃO SÁ,8.83409851062255E8,
00006cdaf2ca26c7dca7,2927606,SANTA BRÍGIDA,9.000015630989579E8,
0000d4e05b02b6ab50d9,2924207,PEDRO ALEXANDRE,8.961002149783692E8,
0000dcee588753bfbf58,2804201,MONTE ALEGRE DE SERGIPE,4.076205705889704E8,
000086a9cfb7582a0843,2805406,POÇO REDONDO,1.2325752735132966E9,
0000234b76ee3f1d5f12,2804508,NOSSA SENHORA DA GLÓRIA,7.573597312446082E8,
000040d71e97079e0ecb,2801405,CARIRA,6.370584979767162E8,
0000bbbde1267e9f4275,2804458,NOSSA SENHORA APARECIDA,3.4077726297665465E8,
0000503ecc8d3686dea0,2806008,RIBEIRÓPOLIS,2.5891076089987734E8,
0000681cf464cd036f88,2802304,FREI PAULO,3.991629554034316E8,
00000a97f780161e935e,2805208,PINHÃO,1.5628943946519607E8,
0000493e7ea7ad536885,2805000,PEDRA MOLE,8.222863805416664E7,
00000696ff4c424d1753,2803708,MACAMBIRA,1.3754364617046577E8,
000048d5f8a22fe80573,2807105,SIMÃO DIAS,5.642679427622548E8,
000072245bafee2e485c,2803500,LAGARTO,9.688296707534926E8,
0000bc47c4308ed11501,2806800,SÃO DOMINGOS,1.0195965049479172E8,
000078f2246aa98534aa,2801009,CAMPO DO BRITO,2.0139283868394613E8,
00001281c49f51fa9037,2802908,ITABAIANA,3.3729292687549025E8,
00009c1c7e6347a31015,2803203,ITAPORANGA D'AJUDA,7.39478403540012E8,
00005cb9253a6749a812,2802106,ESTÂNCIA,6.444410749734066E8,
0000435f21265844ba83,2806206,SALGADO,2.475563382085171E8,
0000a54757c90be4f70e,2800670,BOQUIM,2.055695213309438E8,
00009a8d2672e74da7fc,2805802,RIACHÃO DO DANTAS,5.305836150223042E8,
000031e296555eb201ad,2807402,TOBIAS BARRETO,1.024170669105393E9,
000071374239cfa32298,2803005,ITABAIANINHA,4.9344770115778154E8,
0000077bc3b6f9a5e715,2805109,PEDRINHAS,3.310155316789215E7,
0000745cc01a78e07f06,2800407,ARAUÁ,1.9891303391973054E8,
0000c21df43e4ef93b9c,2916500,ITAPICURU,1.5854556581456478E9,
0000f299814a4a0f4f16,2807501,TOMAR DO GERU,3.0621997990655637E8,
0000bfe43bef2aaae4fe,2807600,UMBAÚBA,1.1752729406011026E8,
00003349c6ec7bea255e,2806305,SANTA LUZIA DO ITANHY,3.2524649151151955E8,
00004c192dcf1a5d84cf,2802809,INDIAROBA,3.1465648772879916E8,
00006763243bf8619974,2917904,JANDAÍRA,6.411729059360901E8,
00006fffee98aca41b44,2801702,CRISTINÁPOLIS,2.3760612694001207E8,
0000f7a4b0cad9399ce0,2908606,CONDE,9.645871836840076E8,
0000cdbd9efa475c2c43,2927002,RIO REAL,7.16811300475735E8,
0000ecb8fe5e36c9825b,2910602,ESPLANADA,1.2978905141553912E9,
0000284f74d43693ae99,2907004,CARDEAL DA SILVA,2.5690032115772042E8,
0000d22c03002df3e4d4,2910503,ENTRE RIOS,1.215160681373101E9,
0000b59a811c503aa28d,2900306,ACAJUTIBA,1.8013140252175245E8,
0000592cbba82dc1c284,2909604,CRISÓPOLIS,6.076291488226726E8,
00001eee5dd5c654fd27,2923100,OLINDINA,5.421116291965691E8,
00009257ba7a9a301622,2913705,INHAMBUPE,1.1348835521010423E9,
0000dd80aa158feaf370,2901908,APORÁ,5.617871158497549E8,
0000afb60e30fcebf45c,2929701,SÁTIRO DIAS,1.0099888192630514E9,
000048bc370a8acdb842,2900405,ÁGUA FRIA,7.429601579748162E8,
00003014abc40496a4dc,2922904,NOVA SOURE,9.365101621381128E8,
0000e1bf55c7a8a99f38,2931905,TUCANO,2.1850167489389076E9,
000085b0965a421803aa,2907905,CIPÓ,1.554994927552695E8,
0000cfd1d2298634dfbb,2926509,RIBEIRA DO AMPARO,6.426948912607839E8,
000074f37dba8830efa1,2902104,ARACI,1.4954779882218738E9,
0000c9a986190b4ae6d6,2928000,SANTALUZ,1.6234365392208948E9,
00000fb30d0a95eeed7c,2906808,CANSANÇÃO,1.3517202903259187E9,
0000fbf51b0d15dce54a,2922656,NORDESTINA,4.654154800089463E8,
00001ba01ffc9574b85b,2925808,QUEIMADAS,2.0108761948854764E9,
0000392e4ef969b8eb66,2930105,SENHOR DO BONFIM,7.892769374895834E8,
000098f2b764fc9df191,2933000,VALENTE,3.948116609088236E8,
0000fb194aa89060ae66,2926103,RETIROLÂNDIA,2.4227528749901962E8,
00002b7e43dc998e44e5,2928950,SÃO DOMINGOS,2.8995765477432555E8,
0000dbe39b360e5c2e7d,2906873,CAPIM GROSSO,4.647306347571687E8,
00005976a34b53c6c868,2929370,SÃO JOSÉ DO JACUÍPE,3.622633889407478E8,
00001cfddeb5440ef2c4,2911253,GAVIÃO,3.845181567321079E8,
00006f5c375194589faf,2906857,CAPELA DO ALTO ALEGRE,6.295926808149513E8,
0000f13532f04b3045b7,2933059,VÁRZEA DA ROÇA,4.6834177812861514E8,
00009fa3497d4ca443cc,2922730,NOVA FÁTIMA,3.467556340927698E8,
000050106260445b0acc,2926301,RIACHÃO DO JACUÍPE,1.1553557679669735E9,
00006ec00ffbe0ed629c,2908408,CONCEIÇÃO DO COITÉ,1.0152079360907472E9,
0000407d55b5f0793086,2903276,BARROCAS,2.0733974557671577E8,
0000bdd9ce12905c8ca3,2930501,SERRINHA,5.83183275716422E8,
0000908a4411ffd09831,2913309,ICHU,1.380120737667279E8,
0000afef34619fbe972c,2906402,CANDEAL,4.4751834861593133E8,
0000a01945ad924d5222,2931509,TEOFILÂNDIA,3.518546733736518E8,
00008687647e8084f723,2903607,BIRITINGA,5.536876339408699E8,
0000890096d9badfbc54,2919108,LAMARÃO,1.8921268491495097E8,
00007e81482829cf5b69,2923308,OURIÇANGAS,1.6309333300263482E8,
0000d8c0036a5d4db054,2914505,IRARÁ,2.6785588603345573E8,
00001f476db2a7218251,2928307,SANTANÓPOLIS,2.226671072666053E8,
0000c80a14e379d0bf4f,2927507,SANTA BÁRBARA,3.469873098256737E8,
00009bab91db1585f9cd,2910800,FEIRA DE SANTANA,1.3044378224633582E9,
0000bb463dee99b638b8,2908903,CORAÇÃO DE MARIA,3.783140302340688E8,
00002fc72a439b1e9e7f,2924108,PEDRÃO,1.580355345777574E8,
0000464ced5447a7665e,2931400,TEODORO SAMPAIO,2.437098763996322E8,
0000f752ce43569c9cba,2908507,CONCEIÇÃO DO JACUÍPE,1.1751837940704657E8,
0000f9d85baea87a79fc,2901106,AMÉLIA RODRIGUES,1.7345096785404405E8,
000029c31a9057a3bc43,2931707,TERRA NOVA,1.842922218543507E8,
00001276c1f3488cb936,2928604,SANTO AMARO,4.8929816728026974E8,
0000b45d32b09f25a403,2929305,SÃO GONÇALO DOS CAMPOS,2.9476885906985307E8,
000029eb5d2de7b4e90c,2901502,ANGUERA,1.878135934834557E8,
0000664b2b7a92bccd47,2901700,ANTÔNIO CARDOSO,2.9346634700330883E8,
0000288b721b8e09a056,2913804,IPECAETÁ,3.725181994349875E8,
00004a7ca349d4fbe366,2930402,SERRA PRETA,5.95242281690748E8,
0000c085301da7f9ab92,2931103,TANQUINHO,2.437915326194854E8,
0000ab61031fb6296b16,2924058,PÉ DE SERRA,5.967121493328433E8,
0000e280f160a2eefa40,2914000,IPIRÁ,3.1051414583237734E9,
000095d24102996a26a4,2920106,MAIRI,9.066315346436887E8,
000084ea4824d5c3e678,2924652,PINTADAS,6.470242957431374E8,
00006e0c4da17935bf69,2902609,BAIXA GRANDE,9.675689157009795E8,
0000b6d05bcd4c058c7f,2928802,SANTO ESTÊVÃO,3.602484006714462E8,
0000d948970a0f78d30a,2925956,RAFAEL JAMBEIRO,1.0905180608503675E9,
000063fd9388ab06c7b9,2907301,CASTRO ALVES,7.137357646759186E8,
0000d038f6fc800291da,2928505,SANTA TEREZINHA,7.192102128254901E8,
0000200f23a7178a03d5,2916856,ITATIM,5.474901996183821E8,
0000cc8f0ea7eddcb901,2914703,ITABERABA,2.3863289008528185E9,
00000b34ae1ccf74fca4,2911907,IAÇU,2.34233192290233E9,
0000e1dc4e775d6d8b88,2921302,MILAGRES,4.2033340749087006E8,
00000dca1d4f6e69240e,2910305,ELÍSIO MEDRADO,1.7930912395968145E8,
00002795cbcbf308232a,2908309,CONCEIÇÃO DO ALMEIDA,2.8483702190459555E8,
0000492ac638385676b5,2933174,VARZEDO,2.2137706811305156E8,
0000f9dc71a8cc0493d6,2928703,SANTO ANTÔNIO DE JESUS,2.6171680596893376E8,
000031cf419defd2fa49,2929602,SAPEAÇU,1.3117918232297793E8,
00008a9e933a1e87cc82,2910206,DOM MACEDO COSTA,9.476140867555152E7,
0000dcc8a6f59862d577,2929107,SÃO FELIPE,2.2233894301390937E8,
00006bfe92bf49a055bb,2922201,MUNIZ FERREIRA,1.0446660990018375E8,
0000a010655743fd0e08,2922508,NAZARÉ,2.786458414098038E8,
000047445b64d35a1cb7,2920601,MARAGOGIPE,4.381811725794731E8,
000052ac9193b8957cae,2909802,CRUZ DAS ALMAS,1.3912581359889704E8,
000077367e0ba2e94c4c,2929008,SÃO FÉLIX,1.0321450437475495E8,
00000fe003c3dcaeb9a0,2904852,CABACEIRAS DO PARAGUAÇU,2.219888616785539E8,
0000bb77b1791c22e817,2922300,MURITIBA,8.625132130649516E7,
000091d7312e372cfc65,2911600,GOVERNADOR MANGABEIRA,1.0684456458094364E8,
0000b6ed93e70810bce2,2908200,CONCEIÇÃO DA FEIRA,1.6474645592708328E8,
0000d4e15d6c88da3ac0,2904902,CACHOEIRA,3.998427921039831E8,
0000d7032e4250eacf92,2929750,SAUBARA,1.664314297438113E8,
0000e1c587646195b83a,2929206,SÃO FRANCISCO DO CONDE,2.694658260269608E8,
0000ef2a579c431ed7a5,2919926,MADRE DE DEUS,3.2116013003186274E7,
00004061cedb67dcaae2,2927408,SALVADOR,6.929513867375001E8,
00007ccb2803b428bd5d,2927309,SALINAS DA MARGARIDA,1.5147024431470582E8,
0000e05667964186bb0d,2916104,ITAPARICA,1.1803474108480388E8,
0000bde640795c5d0a99,2917805,JAGUARIPE,8.651072069649512E8,
0000b7cab5031fe3f48f,2933208,VERA CRUZ,2.996837528887256E8,
00002271b81f7ee3ad02,2906501,CANDEIAS,2.515201886577818E8,
0000f7dfa5b96d8c172c,2930709,SIMÕES FILHO,2.015352874936888E8,
0000dd342d802394e786,2919207,LAURO DE FREITAS,5.765993252751222E7,
00004dff525e4ab4c465,2905701,CAMAÇARI,7.84590717607536E8,
0000bfd4eddb011dbb90,2921005,MATA DE SÃO JOÃO,6.321537887016537E8,
00006dc5def69f0e6119,2910057,DIAS D'ÁVILA,1.842011889521445E8,
00003f5597990bb38a5d,2929503,SÃO SEBASTIÃO DO PASSÉ,5.365362694278796E8,
0000468813697e226a55,2907509,CATU,4.1616723124454635E8,
000072a8f6c51c98ffed,2925204,POJUCA,2.927830920281863E8,
00002490415c940a437e,2900702,ALAGOINHAS,7.073471283338852E8,
000031510364284514a8,2902054,ARAÇÁS,4.870650225484682E8,
000050e8c1fb0cda8a7e,2902203,ARAMARI,3.638949746296571E8,
0000ab35ef1134fc6219,2915908,ITANAGRA,4.903997884859069E8,
0000f5b557bd9b4474ff,2925303,PORTO SEGURO,2.28710024213995E9,
0000ec202bdd157f403c,2925501,PRADO,1.6871992602324748E9,
0000efc3d3f8ef41fc26,2900801,ALCOBAÇA,1.480542169455697E9,
000008f73692aa078ae8,2915601,ITAMARAJU,2.36026192392022E9,
0000f4930b028f1b9d12,2933257,VEREDA,7.82068534116911E8,
00009d46034423065220,2931350,TEIXEIRA DE FREITAS,1.165530547919975E9,
0000a4aa0f95808b98d9,2921104,MEDEIROS NETO,1.3115977634642787E9,
000051cc0b34f4197c88,2918456,JUCURUÇU,1.4575323367110305E9,
0000dcaccc2a51dbc254,2914653,ITABELA,9.248502733514098E8,
000068845135e2d4b8d6,2911808,GUARATINGA,2.1892159298773255E9,
0000645330930120cccc,2910727,EUNÁPOLIS,1.4259063498025131E9,
00008e0bdd6cad2dce4b,3157104,SALTO DA DIVISA,9.380117192645224E8,
000070231995e9467c4c,2915304,ITAGIMIRIM,8.766840085867642E8,
0000176f69b921c29174,2916807,ITARANTIM,1.6739806035311878E9,
00004fa2074240675dfb,2916302,ITAPEBI,1.012977803480882E9,
0000f871eff6f159c3cb,2925402,POTIRAGUÁ,1.1114124350167284E9,
00007167178aaf9383f2,2927705,SANTA CRUZ CABRÁLIA,1.4596685197851086E9,
0000c3177626844211a2,2903409,BELMONTE,1.9320091921398287E9,
00004fe26fda725bf9eb,2906303,CANAVIEIRAS,1.3326358259023871E9,
0000f533747dbee58c01,2920908,MASCOTE,7.884492945536159E8,
0000240b874025e9b93a,2928059,SANTA LUZIA,6.806638275030028E8,
0000994e196ab77a6710,2932507,UNA,1.2224070237474866E9,
0000b61e7044220d3475,2905602,CAMACAN,5.847801757919114E8,
000077fc9d707ef0ce97,2923902,PAU BRASIL,6.262722922631131E8,
000039860466aa8d9479,2916401,ITAPETINGA,1.651009705243628E9,
00001eb2ed5573b2b62d,2915403,ITAJU DO COLÔNIA,1.2251972149732847E9,
000067d8c74890c94f78,2917102,ITORORÓ,3.1405999846770823E8,
0000e47e615d2d83e098,2910909,FIRMINO ALVES,1.723578215951594E8,
0000c9c2acb8828dec39,2912301,IBICUÍ,1.139264523590257E9,
00004ca0b0c76c3ce7a1,2927804,SANTA CRUZ DA VITÓRIA,2.840033601968137E8,
0000d112432f42f37927,2902252,ARATACA,4.358954373390318E8,
00003cb2e7245f9ff74c,2918555,JUSSARI,3.2911469800049055E8,
0000ffe33753a11da15d,2929354,SÃO JOSÉ DA VITÓRIA,1.2792970705796565E8,
000075185601a46e5d0e,2916203,ITAPÉ,4.5306311098345596E8,
0000cddf4e94d37bfd07,2912103,IBICARAÍ,2.3088158983327225E8,
000063ba88e65799e26c,2911006,FLORESTA AZUL,3.210192737332107E8,
0000042fc23a873c38e7,2914802,ITABUNA,4.009220549351712E8,
0000ec556443d0036ff6,2904704,BUERAREMA,2.1947384770116428E8,
0000fc9c1c14dc2ddb1f,2903300,BARRO PRETO,2.0156476298860282E8,
0000c6cecc8481eef3a9,2915502,ITAJUÍPE,2.7071276298517156E8,
000078237e16344e0b9b,2908002,COARACI,2.7446578913780636E8,
00008b5c07a0871444c0,2900900,ALMADINA,2.4522631514411765E8,
000063250acdc321d091,2913507,IGUAÍ,8.601523974975483E8,
0000d4761d545b61ba29,2910008,DÁRIO MEIRA,4.135169431430147E8,
00004206cc2928cbdeed,2916609,ITAPITANGA,4.2066782991329676E8,
00002df3202d60934e9f,2915205,ITAGIBÁ,8.109809797701598E8,
0000540ddb5c598afc87,2900603,AIQUARA,1.6782585241617644E8,
0000b3902adc75a593f4,2915106,ITAGI,3.1062811329877466E8,
000016da32c9654487b1,2918001,JEQUIÉ,2.968708194845898E9,
00004175717f6aede78f,2913903,IPIAÚ,2.8041955221041673E8,
0000b1e8f6932eb8668d,2918308,JITAÚNA,2.6203333828480393E8,
0000a61a1dbd828e43ea,2912905,IBIRATAIA,3.1804414848602915E8,
0000cd2e2b62d1f07619,2903102,BARRA DO ROCHA,2.1433294511292887E8,
000041a411046aad75bf,2911501,GONGOGI,2.0215646734430128E8,
0000b0242a0aa54607f7,2902401,AURELINO LEAL,4.4521546359761024E8,
00002415f0bfac0a3c58,2913606,ILHÉUS,1.5846032269035516E9,
0000383c79566647ef7a,2932200,UBAITABA,1.8113203118327194E8,
00000348564315e7ad70,2932309,UBATÃ,1.7759178582659307E8,
000042644162531772a6,2912707,IBIRAPITANGA,4.727006304472426E8,
0000fea1a7093f97ab7d,2920700,MARAÚ,8.482611914768994E8,
0000087aa11325bae9d5,2905800,CAMAMU,8.400260493190559E8,
0000c10870b1006d1e88,2914901,ITACARÉ,7.261142916871936E8,
00006ed874c447544f7c,2932705,URUÇUCA,5.099746881983453E8,
000075a3d8c57ee9ef34,2932903,VALENÇA,1.1245482081623142E9,
0000d52039b1a981c76f,2902302,ARATUÍPE,1.73986695263603E8,
0000866e8704fc5ffe67,2918803,LAJE,4.4980560407218134E8,
0000fb7599687836d73f,2929404,SÃO MIGUEL DAS MATAS,2.3079517815324757E8,
0000967032cb930241c3,2905404,CAIRU,4.632836469517771E8,
0000e7bf1755d8211e53,2925758,PRESIDENTE TANCREDO NEVES,4.418677281262256E8,
00008bed4b46d5505ac5,2931202,TAPEROÁ,4.5195581787922806E8,
00002db6d7db1039d3a7,2922607,NILO PEÇANHA,3.916510102845586E8,
000089bec4a4e08e81d3,2917300,ITUBERÁ,4.164878027662378E8,
0000780ed09f58b72542,2913457,IGRAPIÚNA,5.913272917376225E8,
00002248a4d3261b34ec,2924678,PIRAÍ DO NORTE,1.9339096562745112E8,
0000a4c5f78398ecb545,2931608,TEOLÂNDIA,2.89513791871875E8,
00006b9cfef67b47fc40,2933505,WENCESLAU GUIMARÃES,6.551388223568012E8,
00002d18fa6a1cdebdae,2932101,UBAÍRA,6.589796509886029E8,
000044a0026324f23928,2911204,GANDU,2.2964396423590693E8,
0000a9d6ea7dca574a72,2915700,ITAMARI,1.4347660439240196E8,
0000f8ff5aef5379c7fb,2922755,NOVA IBIÁ,2.0314686738112733E8,
00005c8daf571d1d47b2,2901957,APUAREMA,1.5082843511188722E8,
00002d384d46db1a8c37,2917607,JAGUAQUARA,9.24523100532659E8,
0000033d1b4d4cd73aa3,2916708,ITAQUARA,3.44056750076593E8,
0000a698330007333291,2909505,CRAVOLÂNDIA,1.825394497199142E8,
00001ad4648ff57c3b6a,2927903,SANTA INÊS,3.792698627504288E8,
0000d6a6f73ac92045f1,2914208,IRAJUBA,4.589923569795344E8,
0000385fe96ed7ba16ba,2922805,NOVA ITARANA,4.753289177058821E8,
00003ed8c12cf8f25b82,2904308,BREJÕES,5.1852380486930174E8,
0000fd44ac87e924e0ac,2918209,JIQUIRIÇÁ,2.3857914331121325E8,
00005b4ec1ea53754d2a,2922409,MUTUÍPE,2.757704421427697E8,
0000da319cc91e0c4f4d,2901007,AMARGOSA,4.316564741734066E8,
0000a2201bef7225e019,2924900,PLANALTINO,9.553318011136643E8,
000014cdc4f858cb9c46,2903805,BOA VISTA DO TUPIM,2.9718705797060685E9,
0000afee2d2d7a8f686f,2920809,MARCIONÍLIO SOUZA,1.0993855310538607E9,
0000232e5611e4acbebd,2920502,MARACÁS,2.413168589518382E9,
00009fa1b3604356134d,2919058,LAJEDO DO TABOCAL,3.828494969339459E8,
000067b8b7285fe097e9,2916906,ITIRUÇU,3.2216193425912976E8,
0000bdc2f66f63cba274,2918704,LAFAIETE COUTINHO,4.9801670202475464E8,
00007eae59e1ee3c6d79,2920403,MANOEL VITORINO,2.2017116317808228E9,
00004e017b31d8baa822,2914307,IRAMAIA,1.7079685488251238E9,
0000afb322282f9c5f78,2915007,ITAETÉ,1.3317208541990814E9,
00005f6ba552e8887eff,2902807,BARRA DA ESTIVA,1.6573347180102935E9,
0000727abe7646c73ade,2908804,CONTENDAS DO SINCORÁ,9.773738513037373E8,
000025d2d3e374c55da0,2917201,ITUAÇU,1.1993911188919113E9,
00005923c8b6f08b6b35,2912202,IBICOARA,8.17372767587746E8,
000087d62afa2472d53d,2921906,MUCUGÊ,2.462044972000923E9,
000086758dbedeed540d,2901304,ANDARAÍ,1.5901994949665449E9,
0000908caf02050ed4ab,2922854,NOVA REDENÇÃO,5.653267179394606E8,
00006c762403acd9d1b4,2912608,IBIQUERA,6.982507792789832E8,
00004d1e23890cafd8ef,2919306,LENÇÓIS,1.2832099260196073E9,
0000e47d31ac0575ce6e,2923506,PALMEIRAS,7.374862921398906E8,
0000bfdfead8caaa7b33,2904001,BONINAL,8.968968671898283E8,
0000acd6edba6b7ff8be,2924306,PIATÃ,1.8256647993669703E9,
00007e80cdca1bab54d6,2929909,SEABRA,2.4019362862606645E9,
0000b473d6958d265df5,2913002,IBITIARA,1.8339075036049614E9,
0000fb11c4eab63610d2,2923035,NOVO HORIZONTE,6.274577038259809E8,
00007aa3dd07c7341957,2904506,BROTAS DE MACAÚBAS,2.3704101956140327E9,
0000f4eccb5943af44a6,2923209,OLIVEIRA DOS BREJINHOS,3.313300782498222E9,
000066dd23262b295963,2912509,IBIPITANGA,9.543303196674025E8,
0000ebcc560628e098b8,2904100,BOQUIRA,1.4261680788893986E9,
000051c2d6f88f369d9f,2919801,MACAÚBAS,2.458996530367277E9,
0000b49cc24385604cfd,2926905,RIO DO PIRES,6.56222656230882E8,
0000161b144a4689fd93,2900504,ÉRICO CARDOSO,7.683283080925242E8,
0000be72558a1b3f3871,2907558,CATURAMA,7.162103051330271E8,
0000e1407c3ad9e927b2,2923605,PARAMIRIM,1.0869325994073527E9,
000052f97344de9f7bdc,2904209,BOTUPORÃ,6.275788364786152E8,
0000713455ff63768f7b,2931053,TANQUE NOVO,7.294560014665443E8,
0000e01ec14b57cfa745,2926707,RIO DE CONTAS,1.0820318005740807E9,
0000c76eac79a86c7591,2919504,LIVRAMENTO DE NOSSA SENHORA,1.9532909632221196E9,
0000b5b7ba3fa3a0731f,2910107,DOM BASÍLIO,6.885226435701597E8,
00003b285020ec151824,2918605,JUSSIAPE,5.896757814610908E8,
0000fa0e0137b261db57,2900108,ABAÍRA,5.385823229193629E8,
00000aa6bb94515cf1b2,2904605,BRUMADO,2.207549896831129E9,
0000cfa5bc6552903b70,2931004,TANHAÇU,1.2774465572688112E9,
00006e6ba60667bb40f4,2902005,ARACATU,1.489613025892646E9,
0000d41d5a8754444d5e,2905206,CAETITÉ,2.6513975523604136E9,
0000b5aca02dddbd25e1,2918753,LAGOA REAL,9.121044106478549E8,
0000b04c4c3b144c34f7,2913408,IGAPORÃ,8.365167236809435E8,
00003f1a99560e40df88,2926806,RIO DO ANTÔNIO,7.778114082534316E8,
0000a52bfada082f5e52,2920304,MALHADA DE PEDRAS,5.494929163417281E8,
00006f73f84b3e06908b,2911659,GUAJERU,8.727909626368873E8,
00005d54d5a3031bbae0,2905008,CACULÉ,6.109335538477325E8,
000064280082315c301e,2912004,IBIASSUCÊ,4.832571252550244E8,
00008e5597167f78d0ed,2924504,PINDAÍ,6.28359217609743E8,
00004e2d65735e96de8c,2919405,LICÍNIO DE ALMEIDA,8.56582341948958E8,
00005b19b15ce13029bf,2917409,JACARACI,1.3323371857491422E9,
0000569671934bc735ab,2908705,CONDEÚBA,1.348390740828125E9,
0000d6b585fb98a4355c,2925709,PRESIDENTE JÂNIO QUADROS,1.2091326487805758E9,
00007ae692f156aee338,2931806,TREMEDAL,2.0101197693636014E9,
0000bf00477549bdd2bd,2919959,MAETINGA,6.148004837859069E8,
0000f5a4b6c927608a02,2906899,CARAÍBAS,8.055968027082723E8,
0000bdc76d613d531786,2903508,BELO CAMPO,7.726453707158698E8,
