system:index,CD_GEOCMU,NM_MUNICIP,untargeted_masked_updated_2001_b1,untargeted_masked_updated_2002_b1,untargeted_masked_updated_2003_b1,untargeted_masked_updated_2004_b1,untargeted_masked_updated_2005_b1,untargeted_masked_updated_2006_b1,untargeted_masked_updated_2007_b1,untargeted_masked_updated_2008_b1,untargeted_masked_updated_2009_b1,untargeted_masked_updated_2010_b1,untargeted_masked_updated_2011_b1,untargeted_masked_updated_2012_b1,untargeted_masked_updated_2013_b1,untargeted_masked_updated_2014_b1,untargeted_masked_updated_2015_b1,untargeted_masked_updated_2016_b1,.geo
0000eb90f35a32a549b8,3300936,CARAPEBUS,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00009632ccb2606744f2,3302403,MACAÉ,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000278d4c72c837ee1e,3301405,CONCEIÇÃO DE MACABU,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00002dc34d7d89b51b7e,3304524,RIO DAS OSTRAS,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000ee179ada76d6327e,3300233,ARMAÇÃO DOS BÚZIOS,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
000046dfcf2aba2d631b,3300704,CABO FRIO,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00006c524fa41cf6e1aa,3305208,SÃO PEDRO DA ALDEIA,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00002f2c549876b62ae0,3300209,ARARUAMA,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000d8b2b130ce59f65a,3301876,IGUABA GRANDE,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000cf2f96c1a0be4f66,3300258,ARRAIAL DO CABO,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000d5e5f2901dfc1282,3305505,SAQUAREMA,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00009e99e77a6e4adb56,3304300,RIO BONITO,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00008be441bad794b06b,3305604,SILVA JARDIM,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00006797d4b2a99a02df,3303401,NOVA FRIBURGO,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00001fcbf7b08806e068,3300803,CACHOEIRAS DE MACACU,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000dcf29f06761bd7b7,3301306,CASIMIRO DE ABREU,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000ce8e45793a45c6af,3305901,TRAJANO DE MORAES,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
00009b851b4b34d54b61,3300506,BOM JARDIM,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000b9b71003a36688f9,3302452,MACUCO,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
0000d774efa884cf1dd1,3301504,CORDEIRO,0.483724981546402,0.47390303015708923,0.4646804928779602,0.4559169411659241,0.48206597566604614,0.4734575152397156,0.465375155210495,0.45771780610084534,0.45025739073753357,0.44287508726119995,0.4360049366950989,0.4287806749343872,0.42152976989746094,0.41456669569015503,0.40803614258766174,0.4015836715698242,
000024d43c64ba72c8db,3301108,CANTAGALO,0.5123161673545837,0.5207884907722473,0.5256726145744324,0.5309735536575317,0.566777229309082,0.5566355586051941,0.5474957823753357,0.5388872027397156,0.5306798815727234,0.5229834318161011,0.5152402520179749,0.5072596669197083,0.4991253912448883,0.49139145016670227,0.48449283838272095,0.49201878905296326,
000077365378a790656d,3301603,DUAS BARRAS,0.5123161673545837,0.5207884907722473,0.5256726145744324,0.5309735536575317,0.566777229309082,0.5566355586051941,0.5474957823753357,0.5388872027397156,0.5306798815727234,0.5229834318161011,0.5152402520179749,0.5072596669197083,0.4991253912448883,0.49139145016670227,0.48449283838272095,0.49201878905296326,
0000d32e19075f87ab02,3301207,CARMO,0.5123161673545837,0.5207884907722473,0.5256726145744324,0.5309735536575317,0.566777229309082,0.5566355586051941,0.5474957823753357,0.5388872027397156,0.5306798815727234,0.5229834318161011,0.5152402520179749,0.5072596669197083,0.4991253912448883,0.49139145016670227,0.48449283838272095,0.49201878905296326,
000071b9b117ad0534d0,3305703,SUMIDOURO,0.5123161673545837,0.5207884907722473,0.5256726145744324,0.5309735536575317,0.566777229309082,0.5566355586051941,0.5474957823753357,0.5388872027397156,0.5306798815727234,0.5229834318161011,0.5152402520179749,0.5072596669197083,0.4991253912448883,0.49139145016670227,0.48449283838272095,0.49201878905296326,
0000f8031021f8effb92,3305406,SAPUCAIA,0.5123161673545837,0.5207884907722473,0.5256726145744324,0.5309735536575317,0.566777229309082,0.5566355586051941,0.5474957823753357,0.5388872027397156,0.5306798815727234,0.5229834318161011,0.5152402520179749,0.5072596669197083,0.4991253912448883,0.49139145016670227,0.48449283838272095,0.49201878905296326,
0000dd353eea0aedb3b6,3101508,ALÉM PARAÍBA,0.5123161673545837,0.5207884907722473,0.5256726145744324,0.5309735536575317,0.566777229309082,0.5777934789657593,0.5874686241149902,0.6064551472663879,0.6133938431739807,0.6335991024971008,0.6517131924629211,0.6612554788589478,0.6716759204864502,0.6748147010803223,0.6742662191390991,0.6796635389328003,
